company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
APA,431,0,7928,973,2253,Energy,Houston,TX,yes,no,no,yes,,John J. Christmann IV,https://www.apacorp.com,APA,14332.3
Boise Cascade,432,61,7926.1,712.5,6130,Wholesalers,Boise,ID,no,no,no,yes,493,Nathan Jorgensen,https://www.bc.com,BCC,2405
Dover,433,-4,7907.1,1123.8,25000,Industrials,Downers Grove,IL,no,no,no,yes,429,Richard J. Tobin,https://www.dovercorporation.com,DOV,22610.3
Genworth Financial,434,-86,7882,904,2500,Financials,Richmond,VA,no,no,no,yes,348,Thomas J. McInerney,https://www.genworth.com,GNW,1917.9
Bath & Body Works,435,-178,7881.5,1333.5,32850,Retailing,Columbus,OH,no,no,yes,yes,257,Sarah E. Nash,https://www.bbwinc.com,BBWI,11419.9
Booz Allen Hamilton Holding,436,-45,7858.9,609,27700,Technology,McLean,VA,no,no,no,yes,391,Horacio D. Rozanski,https://www.boozallen.com,BAH,11705.4
Coinbase Global,437,0,7839.4,3624.1,3730,Financials,Wilmington,DE,yes,yes,no,yes,,Brian Armstrong,https://www.coinbase.com,COIN,41670.4
Zimmer Biomet Holdings,438,-24,7836.2,401.6,19500,Health Care,Warsaw,IN,no,no,no,yes,414,Bryan C. Hanson,https://www.zimmerbiomet.com,ZBH,26772.3
Westinghouse Air Brake Technologies,439,-55,7822,558,25000,Industrials,Pittsburgh,PA,no,no,no,yes,384,Rafael O. Santana,https://www.wabteccorp.com,WAB,17819.4
Zoetis,440,-9,7776,2037,12100,Health Care,Parsippany,NJ,no,no,yes,yes,431,Kristin Peck,https://www.zoetis.com,ZTS,69420
Packaging Corp. of America,441,-8,7730.3,841.1,15200,Materials,Lake Forest,IL,no,no,no,yes,433,Mark W. Kowlzan,https://www.packagingcorp.com,PKG,14628.1
LPL Financial Holdings,442,24,7720.8,459.9,5919,Financials,San Diego,CA,no,no,no,yes,466,Dan H. Arnold,https://www.lpl.com,LPLA,14608.8
T. Rowe Price,443,4,7671.9,3082.9,7529,Financials,Baltimore,MD,no,no,no,yes,447,Robert W. Sharps,https://www.troweprice.com,TROW,34442.6
Fortune Brands Home & Security,444,12,7656.1,772.4,28056,Household Products,Deerfield,IL,no,no,no,yes,456,Nicholas I. Fink,https://www.fbhs.com,FBHS,9830.7
Casey's General Stores,445,-74,7654.2,312.9,27583,Retailing,Ankeny,IA,no,no,no,yes,371,Darren M. Rebelez,https://www.caseys.com,CASY,7354.4
A-Mark Precious Metals,446,49,7613,159.6,347,Wholesalers,El Segundo,CA,no,no,no,yes,495,Gregory N. Roberts,https://www.amark.com,AMRK,890.5
Hess,447,0,7583,559,1545,Energy,New York,NY,yes,no,no,yes,,John B. Hess,https://www.hess.com,HES,33155.2
Vertex Pharmaceuticals,448,0,7574.4,2342.1,3900,Health Care,Boston,MA,no,no,yes,yes,448,Reshma Kewalramani,https://www.vrtx.com,VRTX,66436.9
KeyCorp,449,-53,7561,2625,16974,Financials,Cleveland,OH,no,no,no,yes,396,Christopher M. Gorman,https://www.key.com,KEY,20592.5
Chipotle,450,14,7547.1,653,97660,"Hotels, Restaurants & Leisure",Newport Beach,CA,no,no,no,yes,464,Brian Niccol,https://www.chipotle.com,CMG,41724
CMS Energy,451,-21,7538,1353,8813,Energy,Jackson,MI,no,no,no,yes,430,Garrick J. Rochow,https://www.cmsenergy.com,CMS,20292.2
Arconic,452,24,7504,-397,13900,Materials,Pittsburgh,PA,no,no,no,no,476,Timothy D. Myers,https://www.arconic.com,ARNC,2690.7
Taylor Morrison Home,453,-1,7501.3,663,3000,Engineering & Construction,Scottsdale,AZ,no,no,yes,yes,452,Sheryl D. Palmer,https://www.taylormorrison.com,TMHC,3301.6
American Financial Group,454,-78,7462,1995,6600,Financials,Cincinnati,OH,no,no,no,yes,376,Carl H. Lindner lll/S. Craig Lindner,https://www.afginc.com,AFG,12367.8
UGI,455,-19,7447,1467,11300,Energy,King of Prussia,PA,no,no,no,yes,436,Roger Perreault,https://www.ugicorp.com,UGI,7599.1
Science Applications International,456,-44,7394,277,25090,Technology,Reston,VA,no,no,yes,yes,412,Nazzic S. Keene,https://www.saic.com,SAIC,5166.1
Avantor,457,-19,7386.1,572.6,13500,Technology,Radnor,PA,no,no,no,yes,438,Michael Stubblefield,https://www.avantorsciences.com,AVTR,20629.1
Hanesbrands,458,-26,7347.8,77.2,58000,Apparel,Winston-Salem,NC,no,no,no,yes,432,Stephen B. Bratspies,https://www.hanes.com,HBI,5191.4
Clorox,459,-32,7341,710,9000,Household Products,Oakland,CA,no,no,yes,yes,427,Linda Rendle,https://www.thecloroxcompany.com,CLX,17108.7
KBR,460,10,7339,18,28000,Engineering & Construction,Houston,TX,no,no,no,yes,470,Stuart J.B. Bradie,https://www.kbr.com,KBR,7634.9
TravelCenters of America,461,0,7336.8,58.5,16540,Retailing,Westlake,OH,yes,no,no,yes,,Jonathan M. Pertchik,https://www.ta-petro.com,TA,637.5
Hertz Global Holdings,462,0,7336,366,23000,Retailing,Estero,FL,yes,no,no,yes,,Stephen M. Scherr,https://www.hertz.com,HTZ,9508.9
Analog Devices,463,18,7318.3,1390.4,24700,Technology,Wilmington,MA,no,no,no,yes,481,Vincent T. Roche,https://www.analog.com,ADI,86441.2
Securian Financial Group,464,-43,7317.4,311.5,6941,Financials,St. Paul,MN,no,no,no,yes,421,Christopher M. Hilger,https://www.securian.com,,
Darden Restaurants,465,-88,7196.1,629.3,156883,"Hotels, Restaurants & Leisure",Orlando,FL,no,no,no,yes,377,Ricardo Cardenas,https://www.darden.com,DRI,16980.9
NCR,466,-20,7156,97,38000,Technology,Atlanta,GA,no,no,no,yes,446,Michael D. Hayford,https://www.ncr.com,NCR,5474.7
Graphic Packaging Holding,466,-31,7156,204,25000,Materials,Atlanta,GA,no,no,no,yes,435,Michael P. Doss,https://www.graphicpkg.com,GPK,6154.4
Brighthouse Financial,468,-115,7142,-108,1500,Financials,Charlotte,NC,no,no,no,no,353,Eric T. Steigerwalt,https://www.brighthousefinancial.com,BHF,3958.7
PPL,469,-87,7127,-1480,5607,Energy,Allentown,PA,no,no,no,no,382,Vincent Sorgi,https://www.pplweb.com,PPL,21001.9
Cintas,470,-60,7116.3,1111,40000,Business Services,Cincinnati,OH,no,no,no,yes,410,Todd M. Schneider,https://www.cintas.com,CTAS,43566.7
Xerox Holdings,471,-56,7038,-455,23300,Technology,Norwalk,CT,no,no,no,no,415,Steve Bandrowczak,https://www.xerox.com,XRX,3123.3
Rockwell Automation,472,-32,6997.4,1358.1,24500,Industrials,Milwaukee,WI,no,no,no,yes,440,Blake D. Moret,https://www.rockwellautomation.com,ROK,32538.4
Citizens Financial Group,473,-92,6986,2319,17463,Financials,Providence,RI,no,no,no,yes,381,Bruce W. Van Saun,https://www.citizensbank.com,CFG,19135.7
KLA,474,-6,6918.7,2078.3,11425,Technology,Milpitas,CA,no,no,no,yes,468,Richard P. Wallace,https://www.kla.com,KLAC,55170.9
Camping World Holdings,475,21,6913.8,278.5,12834,Retailing,Lincolnshire,IL,no,no,no,yes,496,Marcus A. Lemonis,https://www.campingworld.com,CWH,2664.6
Ingredion,476,-13,6894,117,12000,"Food, Beverages & Tobacco",Westchester,IL,no,no,no,yes,463,James P. Zallie,https://www.ingredion.com,INGR,5814.2
Veritiv,477,-38,6850.5,144.6,6100,Wholesalers,Atlanta,GA,no,no,no,yes,439,Salvatore A. Abbate,https://www.veritivcorp.com,VRTV,2008
Beacon Roofing Supply,478,-58,6820.4,243,6676,Wholesalers,Herndon,VA,no,no,no,yes,420,Julian G. Francis,https://www.becn.com,BECN,4175.9
Diamondback Energy,479,0,6797,2182,870,Energy,Midland,TX,yes,no,no,yes,,Travis D. Stice,https://www.diamondbackenergy.com,FANG,24320
Victoria's Secret,480,0,6784.6,646.4,24000,Retailing,Reynoldsburg,OH,yes,no,no,yes,,Martin P. Waters,https://www.victoriassecretandco.com,VSCO,4330.4
Academy Sports and Outdoors,481,-6,6773.1,671.4,16508,Retailing,Katy,TX,no,no,no,yes,475,Ken C. Hicks,https://www.academy.com,ASO,3433.5
Sanmina,482,-64,6756.6,269,33500,Technology,San Jose,CA,no,yes,no,yes,418,Jure Sola,https://www.sanmina.com,SANM,2569
ON Semiconductor,483,0,6739.8,1009.6,31650,Technology,Phoenix,AZ,yes,no,no,yes,,Hassane S. El-Khoury,https://www.onsemi.com,ON,27078.7
Commercial Metals,484,8,6729.8,412.9,11089,Materials,Irving,TX,no,no,yes,yes,492,Barbara R. Smith,https://www.cmc.com,CMC,5056.7
EnLink Midstream,485,0,6685.9,22.4,1073,Energy,Dallas,TX,yes,no,no,yes,,Jesse Arenivas,https://www.enlink.com,ENLC,4670.6
Southwestern Energy,486,0,6667,-25,938,Energy,Spring,TX,yes,no,no,no,,William J. Way,https://www.swn.com,SWN,7989.7
Equinix,487,-26,6635.5,500.2,10944,Financials,Redwood City,CA,no,no,no,yes,461,Charles J. Meyers,https://www.equinix.com,EQIX,67280.5
Dillard&#8217;s,488,0,6624.3,862.5,25350,Retailing,Little Rock,AR,yes,no,no,yes,,William T. Dillard II,https://www.dillards.com,DDS,4928.2
Regions Financial,489,-55,6605,2521,19626,Financials,Birmingham,AL,no,no,no,yes,434,John M. Turner Jr.,https://www.regions.com,RF,20860.9
Yum Brands,490,-12,6584,1575,25650,"Hotels, Restaurants & Leisure",Louisville,KY,no,no,no,yes,478,David W. Gibbs,https://www.yum.com,YUM,34252.9
Landstar System,491,0,6540.4,381.5,1399,Transportation,Jacksonville,FL,yes,no,no,yes,,James B. Gattoni,https://www.landstar.com,LSTR,5600
CF Industries Holdings,492,0,6538.3,917.1,3003,Chemicals,Deerfield,IL,yes,no,no,yes,,W. Anthony Will,https://www.cfindustries.com,CF,21551.3
Northern Trust,493,-50,6488.3,1545.3,21100,Financials,Chicago,IL,no,no,no,yes,443,Michael G. O&#039;Grady,https://www.northerntrust.com,NTRS,24215.1
Robert Half International,494,0,6461.4,598.6,14600,Business Services,Menlo Park,CA,yes,no,no,yes,,M. Keith Waddell,https://www.roberthalf.com,RHI,12638.1
Compass,495,0,6421,-494.1,4775,Technology,New York,NY,yes,yes,no,no,,Robert L. Reffkin,https://www.compass.com,COMP,3358.8
Hasbro,496,-2,6420.4,428.7,6640,Household Products,Pawtucket,RI,no,no,no,yes,494,Christian Cocks,https://www.hasbro.com,HAS,11383.6
Roper Technologies,497,-9,6415.8,1152.6,19300,Technology,Sarasota,FL,no,no,no,yes,488,L. Neil Hunn,https://www.ropertech.com,ROP,49868.8
ARKO,498,0,6412.6,59.2,11236,Retailing,Richmond,VA,yes,no,no,yes,,Arie Kotler,https://www.arkocorp.com,ARKO,1133.9
Frontier Communications,499,-97,6411,,15640,Telecommunications,Norwalk,CT,no,no,no,no,402,Nick Jeffery,https://www.frontier.com,FYBR,6763.1
Ameren,500,-31,6394,990,9116,Energy,St. Louis,MO,no,no,no,yes,,Martin J. Lyons Jr.,https://www.ameren.com,AEE,24198.7
O-I Glass,501,0,6357,149,24000,Materials,Perrysburg,OH,no,no,no,yes,,Andres A. Lopez,https://www.o-i.com,OI,2058
Chemours,502,0,6345,608,6400,Chemicals,Wilmington,DE,no,no,no,yes,,Mark E. Newman,https://www.chemours.com,CC,5015
Crown Castle International,503,0,6340,1096,5000,Financials,Houston,TX,no,no,no,yes,,Jay A. Brown,https://www.crowncastle.com,CCI,79937.3
Agilent Technologies,504,0,6319,1210,17000,Technology,Santa Clara,CA,no,no,no,yes,,Michael R. McMullen,https://www.agilent.com,A,39714
McCormick,505,0,6317.9,755.3,14000,"Food, Beverages & Tobacco",Hunt Valley,MD,no,no,no,yes,,Lawrence Kurzius,https://www.mccormickcorporation.com,MKC,19156
Skechers U.S.A.,506,0,6310.2,741.5,8950,Apparel,Manhattan Beach,CA,no,yes,no,yes,,Robert Greenberg,https://www.skechers.com,SKX,6360.4
Watsco,507,0,6280.2,418.9,6875,Wholesalers,Miami,FL,no,no,no,yes,,Albert H. Nahmad,https://www.watsco.com,WSO,11842.6
Live Nation Entertainment,508,0,6268.4,-650.9,16200,Media,Beverly Hills,CA,no,no,no,no,,Michael Rapino,https://www.livenationentertainment.com,LYV,26425
Lululemon athletica,509,0,6256.6,975.3,29000,Retailing,Sumner,WA,no,no,no,yes,,Calvin McDonald,https://www.lululemon.com,LULU,46717.8
ABM Industries,510,0,6228.6,126.3,124000,Business Services,New York,NY,no,no,no,yes,,Scott B. Salmirs,https://www.abm.com,ABM,3078.7
Post Holdings,511,0,6226.7,166.7,10735,"Food, Beverages & Tobacco",St. Louis,MO,no,no,no,yes,,Robert V. Vitale,https://www.postholdings.com,POST,4284.4
Moody's,512,0,6218,2214,13460,Business Services,New York,NY,no,no,no,yes,,Robert S. Fauber,https://www.moodys.com,MCO,62548.1
Select Medical Holdings,513,0,6204.5,402.2,43200,Health Care,Mechanicsburg,PA,no,no,no,yes,,David S. Chernow,https://www.selectmedicalholdings.com,SEM,3208.6
Alaska Air Group,514,0,6176,478,21691,Transportation,Seattle,WA,no,no,no,yes,,Benito Minicucci,https://www.alaskaair.com,ALK,7314.3
Big Lots,515,0,6150.6,177.8,23350,Retailing,Columbus,OH,no,no,no,yes,,Bruce K. Thorn,https://www.biglots.com,BIG,988.1
Amkor Technology,516,0,6138.3,643,30400,Technology,Tempe,AZ,no,no,no,yes,,Guillaume Marie Jean Rutten,https://www.amkor.com,AMKR,5313
Sinclair Broadcast Group,517,0,6134,-414,11500,Media,Hunt Valley,MD,no,no,no,no,,Christopher S. Ripley,https://www.sbgi.net,SBGI,2008.1
RPM International,518,0,6106.3,502.6,15490,Chemicals,Medina,OH,no,no,no,yes,,Frank C. Sullivan,https://www.rpminc.com,RPM,10560.8
M&T Bank,519,0,6105.8,1858.7,17342,Financials,Buffalo,NY,no,no,no,yes,,René F. Jones,https://www.mtb.com,MTB,21875
Sprouts Farmers Market,520,0,6099.9,244.2,31000,Food & Drug Stores,Phoenix,AZ,no,no,no,yes,,Jack L. Sinclair,https://www.sprouts.com,SFM,3546.8
Huntington Bancshares,521,0,6080,1295,18442,Financials,Columbus,OH,no,no,no,yes,,Stephen D. Steinour,https://www.huntington.com,HBAN,21123.4
CACI International,522,0,6044.1,457.4,22000,Technology,Reston,VA,no,no,no,yes,,John S. Mengucci,https://www.caci.com,CACI,7051.2
JetBlue Airways,523,0,6037,-182,17459,Transportation,Long Island City,NY,no,no,no,no,,Robin Hayes,https://www.jetblue.com,JBLU,4786.9
SVB Financial Group,524,0,6027,1833,6567,Financials,Santa Clara,CA,no,no,no,yes,,Gregory W. Becker,https://www.svb.com,SIVB,32901
Fastenal,525,0,6010.9,925,18370,Wholesalers,Winona,MN,no,no,no,yes,,Daniel L. Florness,https://www.fastenal.com,FAST,34187.9
GameStop,526,0,6010.7,-381.3,22500,Retailing,Grapevine,TX,no,no,no,no,,Matthew Furlong,https://www.gamestop.com,GME,12716.6
Knight-Swift Transportation Holdings,527,0,5998,743.4,27650,Transportation,Phoenix,AZ,no,no,no,yes,,David A. Jackson,https://www.knighttrans.com,KNX,8386
Airbnb,528,0,5991.8,-352,6132,Technology,San Francisco,CA,no,yes,no,no,,Brian Chesky,https://www.airbnb.com,ABNB,110419.9
Patterson,529,0,5912.1,156,7800,Health Care,St. Paul,MN,no,no,no,yes,,Mark S. Walchirk,https://www.pattersoncompanies.com,PDCO,3160
PENN Entertainment,530,0,5905,420.8,21973,"Hotels, Restaurants & Leisure",Wyomissing,PA,no,no,no,yes,,Jay A. Snowden,https://www.pennentertainment.com,PENN,7140.2
ServiceNow,531,0,5896,230,16881,Technology,Santa Clara,CA,no,no,no,yes,,William McDermott,https://www.servicenow.com,NOW,70419
Nasdaq,532,0,5886,1187,5814,Financials,New York,NY,no,no,yes,yes,,Adena T. Friedman,https://www.nasdaq.com,NDAQ,29298.2
Brunswick,533,0,5846.2,593.3,18582,Transportation,Mettawa,IL,no,no,no,yes,,David M. Foulkes,https://www.brunswick.com,BC,6197.3
Resideo Technologies,534,0,5846,242,13300,Materials,Scottsdale,AZ,no,no,no,yes,,Jay L. Geldmacher,https://www.resideo.com,REZI,3455.8
Chesapeake Energy,535,0,5809,,1300,Energy,Oklahoma City,OK,no,no,no,no,,Domenic J. Dell&#039;Osso Jr.,https://www.chk.com,CHK,11135.9
Petco Health and Wellness,536,0,5807.1,164.4,28495,Retailing,San Diego,CA,no,no,no,yes,,Ronald Coughlin Jr.,https://www.petco.com,WOOF,5930.2
Kemper,537,0,5793,-120.5,10300,Financials,Chicago,IL,no,no,no,no,,Joseph P. Lacher Jr.,https://www.kemper.com,KMPR,3606
Hilton Worldwide Holdings,538,0,5788,410,142000,"Hotels, Restaurants & Leisure",McLean,VA,no,no,no,yes,,Christopher J. Nassetta,https://www.hilton.com,HLT,42356.6
Cerner,539,0,5764.8,555.6,25150,Health Care,North Kansas City,MO,no,no,no,yes,,David T. Feinberg,https://www.cerner.com,,27492.2
Levi Strauss,540,0,5763.9,553.5,16600,Apparel,San Francisco,CA,no,no,no,yes,,Charles Bergh,https://www.levistrauss.com,LEVI,5740
Tapestry,541,0,5746.3,834.2,14250,Apparel,New York,NY,no,no,yes,yes,,Joanne C. Crevoiserat,https://www.tapestry.com,TPR,9807.2
NetApp,542,0,5744,730,11000,Technology,San Jose,CA,no,no,no,yes,,George Kurian,https://www.netapp.com,NTAP,18470.5
KB Home,543,0,5724.9,564.7,2244,Engineering & Construction,Los Angeles,CA,no,no,no,yes,,Jeffrey T. Mezger,https://www.kbhome.com,KBH,2858.1
Continental Resources,544,0,5719.3,1661,1254,Energy,Oklahoma City,OK,no,no,no,yes,,William B. Berry,https://www.clr.com,CLR,22342.4
Intuitive Surgical,545,0,5710.1,1704.6,9793,Health Care,Sunnyvale,CA,no,no,no,yes,,Gary S. Guthart,https://www.intuitive.com,ISRG,108361.9
Under Armour,546,0,5683.5,360.1,12300,Apparel,Baltimore,MD,no,no,no,yes,,Colin Browne,https://https://about.underarmour.com,UAA,7712.4
MDU Resources Group,547,0,5680.7,378.1,12826,Energy,Bismarck,ND,no,no,no,yes,,David L. Goodin,https://www.mdu.com,MDU,5419.3
Silgan Holdings,548,0,5677.1,359.1,15720,Materials,Stamford,CT,no,no,no,yes,,Adam J. Greenlee,https://www.silganholdings.com,SLGN,5104.3
Ryerson Holding,549,0,5675.3,294.3,4000,Materials,Chicago,IL,no,no,no,yes,,Edward J. Lehner,https://www.ryerson.com,RYI,1344.6
Ingersoll Rand,550,0,5655.2,562.5,16000,Industrials,Davidson,NC,no,no,no,yes,,Vicente Reynal,https://www.irco.com,IR,20541.2
Hologic,551,0,5632.3,1871.5,6705,Health Care,Marlborough,MA,no,no,no,yes,,Stephen MacMillan,https://www.hologic.com,HOLX,16063
Electronic Arts,552,0,5629,837,11000,Media,Redwood City,CA,no,no,no,yes,,Andrew Wilson,https://www.ea.com,EA,35577.4
Zebra Technologies,553,0,5627,837,9800,Industrials,Lincolnshire,IL,no,no,no,yes,,Anders Gustafsson,https://www.zebra.com,ZBRA,21959.1
Coty,554,0,5616.2,-201.3,11430,Household Products,New York,NY,no,no,yes,no,,Sue Y. Nabi,https://www.coty.com,COTY,7540.6
Schneider National,555,0,5608.7,405.4,17050,Transportation,Green Bay,WI,no,no,no,yes,,Mark B. Rourke,https://www.schneider.com,SNDR,4551.6
Sonoco Products,556,0,5590.4,-85.5,20500,Materials,Hartsville,SC,no,no,no,no,,R. Howard Coker,https://www.sonoco.com,SON,6099.1
Concentrix,557,0,5587,405.6,290000,Technology,Fremont,CA,no,no,no,yes,,Christopher A. Caldwell,https://www.concentrix.com,CNXC,8605.2
Evergy,558,0,5586.7,879.7,4930,Energy,Kansas City,MO,no,no,no,yes,,David A. Campbell,https://http://investors.evergy.com,EVRG,15512.7
Cornerstone Building Brands,559,0,5583.1,665.9,21700,Materials,Cary,NC,no,no,yes,yes,,Rose Lee,https://www.cornerstonebuildingbrands.com,,3088.7
Coca-Cola Consolidated,560,0,5562.7,189.6,15050,"Food, Beverages & Tobacco",Charlotte,NC,no,no,no,yes,,J. Frank Harrison III,https://www.cokeconsolidated.com,COKE,4657.3
Greif,561,0,5556.1,390.7,16000,Materials,Delaware,OH,no,no,no,yes,,Ole Rosgaard,https://www.greif.com,GEF,3134
Vulcan Materials,562,0,5552.2,670.8,11912,Materials,Birmingham,AL,no,no,no,yes,,J. Thomas Hill,https://www.vulcanmaterials.com,VMC,24412.7
Ametek,563,0,5546.5,990.1,18500,Technology,Berwyn,PA,no,no,no,yes,,David A. Zapico,https://www.ametek.com,AME,30787.3
Monster Beverage,564,0,5541.4,1377.5,3775,"Food, Beverages & Tobacco",Corona,CA,no,no,no,yes,,#REF!,https://www.monsterbevcorp.com,MNST,42295.8
Sealed Air,565,0,5533.8,506.8,16500,Materials,Charlotte,NC,no,no,no,yes,,Edward L. Doheny II,https://www.sealedair.com,SEE,9920.7
NOV,566,0,5524,-250,27043,Energy,Houston,TX,no,no,no,no,,Clay C. Williams,https://www.nov.com,NOV,7700.2
Las Vegas Sands,567,0,5505,-961,44600,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,no,,Robert G. Goldstein,https://www.sands.com,LVS,29696.4
Martin Marietta Materials,568,0,5493.2,702.5,10000,Materials,Raleigh,NC,no,no,no,yes,,C. Howard Nye,https://www.martinmarietta.com,MLM,24015.1
Marathon Oil,569,0,5467,946,1531,Energy,Houston,TX,no,no,no,yes,,Lee M. Tillman,https://www.marathonoil.com,MRO,18349.5
Mattel,570,0,5457.7,903,36300,Household Products,El Segundo,CA,no,no,no,yes,,Ynon Kreiz,https://www.mattel.com,MAT,7823.3
Microchip Technology,571,0,5438.4,349.4,19500,Technology,Chandler,AZ,no,no,no,yes,,Ganesh Moorthy,https://www.microchip.com,MCHP,41777.1
Harley-Davidson,572,0,5336.3,650,5800,Transportation,Milwaukee,WI,no,no,no,yes,,Jochen Zeitz,https://www.harley-davidson.com,HOG,6062.9
Telephone & Data Systems,573,0,5329,156,8800,Telecommunications,Chicago,IL,no,no,no,yes,,LeRoy T. Carlson Jr.,https://www.tdsinc.com,TDS,2163.4
ADT,574,0,5307.1,-340.8,25000,Business Services,Boca Raton,FL,no,no,no,no,,James D. DeVries,https://www.adt.com,ADT,6843
First Republic Bank,575,0,5305,1478,6295,Financials,San Francisco,CA,no,no,no,yes,,Michael J. Roffler,https://www.firstrepublic.com,FRC,29113.6
Warner Music Group,576,0,5301,304,5900,Media,New York,NY,no,no,no,yes,,Stephen F. Cooper,https://www.wmg.com,WMG,19485.7
Pool,577,0,5295.6,650.6,5650,Wholesalers,Covington,LA,no,no,no,yes,,Peter Arvan,https://www.poolcorp.com,POOL,12608
Old Dominion Freight Line,578,0,5256.3,1034.4,23663,Transportation,Thomasville,NC,no,no,no,yes,,Greg C. Gantt,https://www.odfl.com,ODFL,34307.5
Fortive,579,0,5254.7,608.4,18000,Industrials,Everett,WA,no,no,no,yes,,James A. Lico,https://www.fortive.com,FTV,21877.9
MDC Holdings,580,0,5254.7,573.7,2080,Engineering & Construction,Denver,CO,no,no,no,yes,,David D. Mandarich,https://www.mdcholdings.com,MDC,2692.7
NGL Energy Partners,581,0,5243.2,-639.8,997,Energy,Tulsa,OK,no,no,no,no,,H. Michael Krimbill,https://www.nglenergypartners.com,NGL,288.6
Edwards Lifesciences,582,0,5232.5,1503.1,15700,Health Care,Irvine,CA,no,no,no,yes,,Michael A. Mussallem,https://www.edwards.com,EW,73141.4
Hanover Insurance Group,583,0,5227.8,418.7,4400,Financials,Worcester,MA,no,no,no,yes,,John C. Roche,https://www.hanover.com,THG,5317.9
Syneos Health,584,0,5213,234.8,27443,Health Care,Morrisville,NC,no,no,yes,yes,,Michelle Keefe,https://www.syneoshealth.com,SYNH,8436.7
Xylem,585,0,5195,427,16700,Industrials,Washington,DC,no,no,no,yes,,Patrick K. Decker,https://www.xylem.com,XYL,15354.7
Church & Dwight,586,0,5190.1,827.5,5100,Household Products,Ewing,NJ,no,no,no,yes,,Matthew T. Farrell,https://www.churchdwight.com,CHD,24119.1
American Axle & Manufacturing,587,0,5156.6,5.9,18000,Motor Vehicles & Parts,Detroit,MI,no,no,no,yes,,David C. Dauch,https://www.aam.com,AXL,888.3
Meritage Homes,588,0,5141.3,737.4,1773,Engineering & Construction,Scottsdale,AZ,no,no,no,yes,,Phillippe Lord,https://www.meritagehomes.com,MTH,2907.3
Workday,589,0,5138.8,29.4,15200,Technology,Pleasanton,CA,no,yes,no,yes,,#REF!,https://www.workday.com,WDAY,60583.4
Rush Enterprises,590,0,5126.1,241.4,7141,Retailing,New Braunfels,TX,no,no,no,yes,,W. M. Rush,https://www.rushenterprises.com,RUSHB,2788.5
Yellow,591,0,5121.8,-109.1,32000,Transportation,Nashville,TN,no,no,no,no,,Darren D. Hawkins,https://www.myyellow.com,YELL,360.3
Encompass Health,592,0,5121.6,412.2,35681,Health Care,Birmingham,AL,no,no,no,yes,,Mark J. Tarr,https://www.encompasshealth.com,EHC,7071.1
Simon Property Group,593,0,5116.8,2249.6,2850,Financials,Indianapolis,IN,no,no,no,yes,,David E. Simon,https://www.simon.com,SPG,43197.8
Globe Life,594,0,5112.9,745,3222,Financials,McKinney,TX,no,no,no,yes,,#REF!,https://www.globelifeinsurance.com,GL,9977.3
Skyworks Solutions,595,0,5109.1,1498.3,10945,Technology,Irvine,CA,no,no,no,yes,,Liam K. Griffin,https://www.skyworksinc.com,SWKS,21547.5
Endeavor Group Holdings,596,0,5077.7,-296.6,7700,Media,Beverly Hills,CA,no,no,no,no,,Ariel Emanuel,https://www.endeavorco.com,EDR,20363.1
Twitter,597,0,5077.5,-221.4,7500,Technology,San Francisco,CA,no,no,no,no,,Elon Musk,https://www.twitter.com,,30976.8
Leggett & Platt,598,0,5072.6,402.4,20300,Household Products,Carthage,MO,no,no,no,yes,,J. Mitchell Dolloff,https://www.leggett.com,LEG,4659
Western Union,599,0,5070.8,805.8,10500,Business Services,Denver,CO,no,no,no,yes,,Devin B. McGranahan,https://www.westernunion.com,WU,7374.7
PerkinElmer,600,0,5067.2,943.2,16700,Health Care,Waltham,MA,no,no,no,yes,,Prahlad Singh,https://www.perkinelmer.com,PKI,15984
SS&C Technologies Holdings,601,0,5051,800,24900,Technology,Windsor,CT,no,yes,no,yes,,William C. Stone,https://www.ssctech.com,SSNC,19235.1
CUNA Mutual Group,602,0,5049.5,622.3,4100,Financials,Madison,WI,no,no,no,yes,,Robert N. Trunzo,https://www.cunamutual.com,,
FMC,603,0,5045.2,736.5,6400,Chemicals,Philadelphia,PA,no,no,no,yes,,Mark A. Douglas,https://www.fmc.com,FMC,16563.8
Carlisle,604,0,5030,421.7,11250,Materials,Scottsdale,AZ,no,no,no,yes,,D. Christian Koch,https://www.carlisle.com,CSL,12804.5
American Eagle Outfitters,605,0,5010.8,419.6,24000,Retailing,Pittsburgh,PA,no,no,no,yes,,Jay L. Schottenstein,https://www.aeo-inc.com,AEO,2836.6
Core & Main,606,0,5004,166,4100,Wholesalers,St. Louis,MO,no,no,no,yes,,Stephen O. LeClair,https://www.coreandmain.com,CNM,5948.8
Vertiv Holdings,607,0,4998.1,119.6,24000,Industrials,Columbus,OH,no,no,no,yes,,Robert J. Johnson,https://www.vertiv.com,VRT,5263.9
Broadridge Financial Solutions,608,0,4993.7,547.5,13704,Business Services,Lake Success,NY,no,no,no,yes,,Timothy C. Gokey,https://www.broadridge.com,BR,18182.7
Ingles Markets,609,0,4987.9,249.7,18460,Food & Drug Stores,Black Mountain,NC,no,no,no,yes,,James W. Lanning,https://www.ingles-markets.com,IMKTA,1691.4
